token,symbol,name,tg,website,xurl,iconurl,minter
0xd1262e289d82c9f6cf833f08068cce74abc017d3,CJ,Here we go again,,,,https://i.ibb.co/x8DWLkKF/IMG-4379.jpg,0x4b912919e19f37f01fe9e72afceb1d215c06f220
0x8ac200c4884bef668acbbefa94f2c749788477ad,exc,Excalibur,https://telegram.com,https://www.google.com,https://x.com,https://i.ibb.co/2Xv11ZV/00c2207d-3462-44c4-a298-9f72cead3003.png,0x2511d9d860546175fcd56b3a91477261f6bfcca1
0x17309d9cf30c75abf1e063a4b075ee5c9439ba4a,$SFT,Skill,https://t.me/+GQ3-7eblbTY2ZTA0,,,https://i.ibb.co/sJNZDMMg/logo-SFT.png,0x109c08e78144871bf25768401f1dead08b5235bc
0xf2c54960db4a1e640ebe9043af178fc58f3ecddb,TST,Test4,,,,https://i.ibb.co/G3Fm6Ttm/test.png,0x32ec35e292e80c5995a83a23c10f1c7dc31cdd39
0xf25adc7cc49d1155bfc49a0ee79d25d0c43f803e,tst,test3,,,,https://i.ibb.co/G3Fm6Ttm/test.png,0x32ec35e292e80c5995a83a23c10f1c7dc31cdd39
0x486e8273c04215049defd70302e3d236b2b27adc,BRUH,Z3 is testing the new Feature,,,,https://i.ibb.co/TDN6kn8q/an1.png,0xe5265760104862fc0dff859645891b118d4676fb
0x6d5f5fbc0d728246bf193f94f17127a14ce5aab7,tst,Test,,,,https://i.ibb.co/ZzrHhkz4/image.jpg,0xdbe611339c7cfd5216460fcf7c95f1c8c6a90557
0x0f31afa7068c31c95cb0ba3bda7621de1b9970d5,NBF,NEXARISFAKE,,,,https://i.ibb.co/svPdtHh5/18f793f7-d898-408a-9901-3ee8aebb088d.png,0x32ec35e292e80c5995a83a23c10f1c7dc31cdd39
0x0239284c17de1b1fc766f1e012dce6e691750010,NXS,Nexaris,,https://www.nexaris.com/,https://x.com/NexarisPay,https://i.ibb.co/HT56LjNP/70115f5f-c727-4daa-9b43-1d4fd4b5aabe.png,0x32ec35e292e80c5995a83a23c10f1c7dc31cdd39
0xd495cf36a67233c427d12ff8c9d51815fe3e0838,Gr33dyPEP,Gr33dyPEP,,https://pepeunchained.com/,,https://i.ibb.co/2XY4Wy6/1d69093e391a45c1a32a1dc2b5efd26b.png,0xa427305648ad5227098812eda6ff82d980b2dbbd
0xc8caca1f5e7c45ad11bd470191fdaa808b14767b,METEOR,M E T E O R,,https://meteor-42.xyz,,https://i.ibb.co/4Zy3WwpG/45640.jpg,0xf48dc9f255644ea1be00f459b269e853d3fdf2fb
0xf548a177f50c4be31dcd5762d07aa98c6ecf1d4e,JONNY,Locker Room,https://t.me/jonnyslockerroom,,,https://i.ibb.co/qMv1yr0f/IMG-8171.jpg,0x82daf45b3616a31d72f74ec719bddf2374983790
0xb91ce6447dfdd5c56f12d68a2fd2d2e68e4be955,prettyPEPU,prettyPEPU,,https://pepeunchained.com/,https://x.com/pepeunchained,https://i.ibb.co/tPFTnhQR/pepe-the-kawaii-frog-by-junoartss-df4q9qg-pre.jpg,0xa427305648ad5227098812eda6ff82d980b2dbbd
0x035a14946c327144c405456496cdc391b1cf1db0,$Kra,Kra,https://t.me/+JMoCqqng4PtmZWI0,,https://x.com/kra_parrot?t=xTG2U4G_8q0jrs85F_MK1Q&s=09,https://i.ibb.co/6RrKm8cS/Parrot-Kra.png,0x109c08e78144871bf25768401f1dead08b5235bc
0x9012edfb05d1a6d73746bc22822372f4b74acd06,KING,KING CARROT,https://t.me/PumpPadKingCarrot,,https://x.com/KingCarrotPEPU,https://i.ibb.co/JjH4NqFg/0afacf4e-8abc-4279-a395-c5ea296fe222.png,0x4aeba24f1b72bce63a3513d84f7caafa8912a2ea
0xadb1ce2ce3e97ebd6b0307c92c426b78bce3ae5b,pumpPep,pumpPep,,https://pepeunchained.com/,https://x.com/pepeunchained,https://i.ibb.co/7thjXms4/sticker-copy-2.jpg,0xa427305648ad5227098812eda6ff82d980b2dbbd
0x0bf27b60daf6524a0b3dcfc7282238b743e5fcb0,$UNSTAKE,Unstake,,https://www.tickcounter.com/countdown/7693704/unstake-200k-mc,,https://i.ibb.co/VFGJwBV/UNSTAKE-2.png,0x1c41c99a5c29245a25ede9020e3ce561adaecff3
0xd7cc5cf44f2b50156dafa7400fd613f6f4c76fc5,Messi,Messi,,https://www.youtube.com/@magical_messi,,https://i.ibb.co/sprL3XLV/messiiii.jpg,0x218a33e40e147907bcd2d47f7ca3c519f58f742e
0x1b4f32da513a0ff5fd7461ef79d3b365579caeec,$take,Pepu Stake,,https://pepustake.xyz/,,https://i.ibb.co/vvkXMWTt/pepustake.png,0x13306f057387d859dae330d7ea5441244102e1e9
0x8746d6fc80708775461226657a6947497764bbe6,$VAULT,PEPU VAULT,,,,https://i.ibb.co/S7ftvj8R/B8-BB867-F-CA0-D-4626-A369-B4849-EC15-C14.png,0xc96694bea572073d19c41aa9c014dd3c7c193b8e
0x496f219456f187daef38c3ff83ef7af6bac045ee,MARS,MARS,,,,https://i.ibb.co/V04DV86r/Chat-GPT-Image-13-juil-2025-a-19-06-49.jpg,0xa7d20a71629c08197fb873f18f794af3ed0fdaab
0x217267f5a1db08dbdafefb391103484918258d52,GNRL,General,https://t.me/+Hgz3_TaxQbZhMmIy,,https://x.com/legend_general_?s=21,https://i.ibb.co/XfJLqb8y/CF342-F36-4-F50-411-C-870-B-CE8-F70-C86238.png,0x52b719f785189334ad2dc6a146141045a4e11a7a
0x65dbaf52a8dd0e731b4d340c91e66053a8903f2e,$VAULT,PEPE VAULT,,,,https://i.ibb.co/S7ftvj8R/B8-BB867-F-CA0-D-4626-A369-B4849-EC15-C14.png,0xc96694bea572073d19c41aa9c014dd3c7c193b8e
0x4bf896ca96993f4bfae794348f4c74f3d5049807,Rose,@RoseBot,,,,https://i.ibb.co/Lz21vXk2/Rose.jpg,0x109c08e78144871bf25768401f1dead08b5235bc
0xcd01cfbb4e27f4a8de6371a18e1989e02f6465a9,PUS,PusyCatt,,,,https://i.ibb.co/whcbkJz8/file-00000000d408624399ea832426dee16a-1.png,0xd98bf82e524c62976aa5e443c6ae026e13ebd8f1
0xb7fbb045a14a5d7d6e55dbbf7005ec138eaddde9,YASH,YASHIX,https://t.me/YashixLab,https://yashix.com,https://x.com/YashixLab,https://i.ibb.co/whwjrtdC/1000039831.jpg,0x00ce3411ee12ec80993305bfa671a1a718836299
0xe15f952fd45c810dc365acf240589860db1d3095,AP,America party,,,,https://i.ibb.co/rh040w1/America-Party.png,0x27198731cc2f0258ec024de7a68cf879f3e491d1
0x9f8cd6824f758c7b2f34cc8a58493e0a66089e51,VCPX,Venture PEPU X,t.me/VenturePEPUofficial/1679,,,https://i.ibb.co/YFjs1173/vcpx-final.png,0x76bd1c26d6fa6be1245074541bae89043e9a2763
0xf77af4b2e30006813da4464e48c5b512bb1375fb,HFLY,hOUSEfLY,,https://www.housefly.de,,https://i.ibb.co/LXRFnJZb/Logo-h-OUSEf-LY-V1.png,0xdd1d985a7cf615e73a93b21ddc933836ad1b94df
0x812a4653da823eb06977b87a07a7f8691eb307c3,PEPEXAI,PepeX-AI,https://t.me/+KlpsqYINaDgyMzVk,https://pepex-ai.com/,https://x.com/PepeXai411,https://i.ibb.co/Nnn3tcqj/7bdcf381-cc6b-4cd8-b7b7-d898984b4c93.jpg,0x7ad973eb816ef98e1c82c78f5c9672062520fa95
0x785f1c97005a1ff0c2eba733a42c93d2dc3c512e,PEPEXAI,PEPEX-AI,https://t.me/+KlpsqYINaDgyMzVk,pepex-ai.com,https://x.com/PepeXai411,https://i.ibb.co/Nnn3tcqj/7bdcf381-cc6b-4cd8-b7b7-d898984b4c93.jpg,0x5275720a8f752fd42e2ab7e3114c79292932efa3
0x03339d1c84b27bdb0d5cd7f2e1400923f08d577c,Wenai,Wen peepex-ai,,,,https://i.ibb.co/DgGLN02D/IMG-0817.jpg,0xde4f611369ea72cfe33a257e3726913c700e2cba
0x98ee1cccf25f435462625dbe23e8d579ad90e33d,PEPEXAI,PEPEX-AI,https://t.me/+KlpsqYINaDgyMzVk,pepex-ai.com/,,https://i.ibb.co/QjpYsZTQ/IMG-6180.jpg,0xe6e81d3c094f47c71a1f351fedda96a9cebf91b7
0x7927c8b06b586b03845a706d3f6301ceea923b68,LUH,LUH: The Glacial Prophet of 2027,,,,https://i.ibb.co/WNLhLNFm/inline-1.jpg,0x64f99b1e40f3f1cb55748cade8d42765874f9c8d
0x781e91fc2e5bb59dd0100d2fda17a994e40e6387,PV2P,Pepu V2 Pro,,,,https://i.ibb.co/ycpvYbRx/1000286415.jpg,0x58cd37ab597955722a8897188ae0878a65c520cf
0x105bd7ed501d9165d20c6199d1aae1c31b2144ce,PepeX-AI,PepeX-AI,https://t.me/+KlpsqYINaDgyMzVk,https://pepex-ai.com/bots/,https://x.com/pepe_xai,https://i.ibb.co/20h7SBRV/IMG-6180.jpg,0x2487c48205b2dc07cddd0b2b67bf105384c4c22f
0x5f04ba2d45b3f9f737d5a9dc10a24a8575e86ed4,PEPEAI,PepeX-AI,https://t.me/+KlpsqYINaDgyMzVk,https://pepex-ai.com/bots/,,https://i.ibb.co/GfNscmhn/IMG-8462.jpg,0xbc19444b7b9d57b442e7a290c93d0c2b3bdaad5e
0xad9a2a5f091e7db9cf2d2bfcdebc5580391317a3,PPC,PepuCoin,,,,https://i.ibb.co/TxLTF4dZ/Chat-GPT-Image-8-lug-2025-17-38-24.png,0x5989076d0038a2af7e255195cfc19e081fde32d6
0xec30317eb021d875169b41301ee993b44de640c8,PBOT,Cyberpunk Pepe,,,,https://i.ibb.co/6RYQdNQC/eines-futuristischen-mechanischen-frosches-abstrakte-kroete-tier-3d-illustration-im-cyberpunk-stil-9.jpg,0xdde18593add8e42ecab0b13b04463fbb9fc3528a
0x32178893e94441af111c1cc70b923f3238aac10d,DOGE,Dogecoin,,https://en.wikipedia.org/wiki/Dogecoin,,https://i.ibb.co/hJF8qWbf/Dogecoin-Logo.png,0x2f3431eaeb3d002b6f384a11fdc18eaa24b3b0a6
0x4920652c8d3e240ca6b9d802f1b7119b36e507e7,MOON,Moon Pepe,,,,https://i.ibb.co/2QVSxnv/IMG-3943.jpg,0x617f934e4ac7ff6900a6e0ad67a74413da5a4721
0x58fe33c75faec8d8276442026a412b1d58ed4d96,$Pboss,Pepu Boss,https://t.me/pepuboss,,,https://i.ibb.co/VpWXwHFr/1000285255.jpg,0x58cd37ab597955722a8897188ae0878a65c520cf
0x02be42698498bbeb808578bc4a106c8dbe1a3b0b,Frens,Frens of Pepu,https://t.me/+pL-b3hNHAcFiYWQ8,Https://www.frensofpepu.com,https://x.com/FrensofPepu?t=_tKCsqEJyc-chDOirl9yQw&s=09,https://i.ibb.co/Wv5GKzZ5/Gemini-Generated-Image-cenhhocenhhocenh.png,0x2ca43bd5e7d7dce13a26bf4fd5e7bb242e5cc43c
0xe044c082ac09b6d1a1662aa6516287fdaf3c93e6,$SMEME,SquidGame,https://t.me/Squidgamepampad,https://squidmeme.xyz/,https://x.com/SquidGame_01?t=D4gVwrKA6F-xQXg2EI6WYQ&s=35,https://i.ibb.co/vvjcPRHt/1000286138.jpg,0x58cd37ab597955722a8897188ae0878a65c520cf
0x1bf9fb701b4d32a9d65709f413392d3647da21ee,$SMEME,SquidGame,https://t.me/Squidgamepampad,https://squidmeme.xyz/,https://x.com/SquidGame_01?t=D4gVwrKA6F-xQXg2EI6WYQ&s=35,https://i.ibb.co/vvjcPRHt/1000286138.jpg,0x58cd37ab597955722a8897188ae0878a65c520cf
0xcfb311a27103b393da9a55f481d5b89d49c474b3,lie,Gameyard is fake,,,,https://i.ibb.co/DDsH8jv9/scam.jpg,0xead5f09229cc052a3a14857c9f2ecfe846ebf696
0x7511b805bc1d385caf6cc6c2ee6fd4885bd39082,MinionPEPE,MinionPEPE,,,,https://i.ibb.co/V0vL3c5v/f1c3e61d-5c29-41b7-8642-48431e8bf606.jpg,0xb1e7fe7bdc7a23ad34788851ca3825ba3b28c0cf
0xb289df42f5e9aed1b47c9e3a80ace533b387b113,PPtric,Pepelectric,,,,https://i.ibb.co/MysJ24yK/c8e1be79-d3ee-4888-9045-a62856880b37.jpg,0xb1e7fe7bdc7a23ad34788851ca3825ba3b28c0cf
0xd5ef374620e30966a2095f09705d138192b772c0,$TFG,TAMAFROGGI,,,,https://i.ibb.co/S7NszRSZ/1000010732.png,0x262a0879eb996a8c07e200ca7c576fba9ff5d799
0x21447c5a93c2c04c3c916ca9d31897eca8a601d9,"-98,-72","-98.97% old pepu, -72.66% new pepu",,,,https://i.ibb.co/Xx6MppqT/WTF.png,0x1c3470085ff2165c6dc5de8caa9a7555fa03b70c
0xfa31e3d4fc46c4083178c442e6282993a94ddfde,$WIFB,Kitty wif Bow,https://t.me/PEPU_KittyWifB,https://www.kittywifbow.com/,https://x.com/KittyWifB_,https://i.ibb.co/847WgJF6/kitty.webp,0x1c3470085ff2165c6dc5de8caa9a7555fa03b70c
0x184dc2a436767a1276002ec01a5e418801cb881d,Itchb,Itchy nuggets,https://t.me/pepeunchn/1,https://pepeunchained.com/,,https://i.ibb.co/vvV3n0m1/1000010731.png,0x262a0879eb996a8c07e200ca7c576fba9ff5d799
0x3e7f421dc6f79a0b9268f6c90ffc54a32cbe10e6,$ANON,$ANON UNCHAINED,https://t.me/+dI6AiKrLseI2ZmYx,,,https://i.ibb.co/spBHD4S5/1000018431.jpg,0x984537991ceccdcb89a89375723512f38aa61547
0x2cc70918b0b3deb6e79f2f49a4006702bbfad032,GRDM,Gridium AI,https://t.me/GRDMAI,https://soft-kitsune-3ee260.netlify.app,,https://i.ibb.co/tP8XvVPs/20250704130447.png,0xfee05b4ca7ccf9a90bb8d704ba2fa301ed883158
0x1bd83c09cde24b4c3e03fac48c16ad6556dc5637,$Pepdin,Pepe Di Nero,,,,https://i.ibb.co/7JGs9kDP/382-E4373-C8-CD-4-D9-C-A2-A8-DB37035907-B3.png,0x8526abb111458f6a225266f7ee471823df9d4e20
0x70f9b737a4edbcd78c890523ce118c5eca2b224a,MCW,MAGICAL CAT WIZARD,,https://www.youtube.com/watch?v=-_UTklXdI_c,,https://i.ibb.co/HTQQ36KJ/Qmd-Hd-B2roym2-DEx-GZZUu-Cf5vxm-Z6-WPbz-AB1zw-Cp-Tqmgs-Aj.png,0xeb324cc6fc0ce0cb48ec692450e3cb881badad18
0x687d50759b3952acaf00bbbfe70bb2eae2cd0a8b,quantum,Pepu Quantum,https://t.me/+3orajXQgHXFkZjE0,https://pepuquantum.com/,https://x.com/PepuQuantum,https://i.ibb.co/k6v1w6y9/logo.png,0xd3e12d701d4b625c3adaf3066c46f88bf8264457
0x94a702b1b8c825346d6bf9e91d3ca48a75c42fde,$LAND,LAND,https://t.me/pepulandworld,https://pepuland.com/,https://x.com/pepulandworld,https://i.ibb.co/fYpNq79w/token.png,0x607213db1efedf08a7e5dbb82041a9dd9d7f9a19
0x2b5b8c5ba2fcddb4209217112090866dc14f82aa,$LAND,LAND,https://t.me/pepulandworld,https://pepuland.com/,https://x.com/pepulandworld,https://i.ibb.co/fYpNq79w/token.png,0x607213db1efedf08a7e5dbb82041a9dd9d7f9a19
0xaa7914ae2c67f6e2cffbeab174556332ace30b74,FREAK,Free Diddy,,,,https://i.ibb.co/8gJtrJ0g/bafybeicpndganblb3vt4tz52eham5wo2clhikbwmm4szhba5sde42bpabm.jpg,0x10152871f5420de5b45fe53cc6eac10f7fa301b2
0x3da11abd95ca4c2338d09c433f2f0e1052f3b3cd,INOERA,INOERA,https://t.me/inoeraio,https://www.inoera.io/,https://x.com/_inoera,https://i.ibb.co/SD3KdQRK/Logo-pumppad.png,0x6546bb5c7a5c9072559ec49cc9f9d9abdb580754
0x0b52dfa17542f30f3072c53ca5061120c74d86e9,TOSH,TOSH,https://t.me/Toshtech,https://www.toshtech.xyz/,https://x.com/ToshTech_,https://i.ibb.co/VppB149G/1751185351145-3.jpg,0x72e1ffbaa541ab102ab1f508c4d5412e1289f31b
0xd9d3baf6a21567a1fcef12ca40087232e3b98763,TOSH,TOSH,,,,https://i.ibb.co/1tGH3GCv/tosh.png,0x9e37cf12051f9f42ac96a47ad2fa9430a8218897
0xa58f27137a9c0c57497878618e9015ab9b9da274,TRUMP,TRUMP,,,,https://i.ibb.co/DDhRZ8FN/Trump.png,0x9e37cf12051f9f42ac96a47ad2fa9430a8218897
0xe9029c6117202bc9e2657ff089351575f37cf6e3,BONK,BONK,,,,https://i.ibb.co/RkbC4HQw/bonk.png,0x9e37cf12051f9f42ac96a47ad2fa9430a8218897
